Data_Packet_Traffic,Data_Packet_Injection_Rate_(packets/cycle/node),Routing_Algorithm,Selection_Policy,Ant_Packet_Traffic,Ant_Packet_Injection_Rate_(packets/cycle/node),Alpha,Reinforcement_Factor,NoC_Routing_Solution,Simulation_Time,Total_Cycles,Num_Packets_Transmitted,Throughput_(packets/cycle/node),Avg._Packet_Delay_(cycles),Avg._Packet_Hops,Num_Payload_Packets_Transmitted,Payload_Throughput_(packets/cycle/node),Avg._Payload_Packet_Delay_(cycles),Avg._Payload_Packet_Hops,Average_Flit_per_State_Delay[INPUT_BUFFER],Max_Flit_per_State_Delay[INPUT_BUFFER],Average_Flit_per_State_Delay[ROUTE_COMPUTATION],Max_Flit_per_State_Delay[ROUTE_COMPUTATION],Average_Flit_per_State_Delay[VIRTUAL_CHANNEL_ALLOCATION],Max_Flit_per_State_Delay[VIRTUAL_CHANNEL_ALLOCATION],Average_Flit_per_State_Delay[SWITCH_ALLOCATION],Max_Flit_per_State_Delay[SWITCH_ALLOCATION],Average_Flit_per_State_Delay[SWITCH_TRAVERSAL],Max_Flit_per_State_Delay[SWITCH_TRAVERSAL],Average_Flit_per_State_Delay[LINK_TRAVERSAL],Max_Flit_per_State_Delay[LINK_TRAVERSAL],Average_Flit_per_State_Delay[DESTINATION_ARRIVED],Max_Flit_per_State_Delay[DESTINATION_ARRIVED]
Transpose1,0.015,XY,BufferLevel,Uniform,0.01,0.5,rf=0.050000,XY+BufferLevel,22.968029156s,20000,16742,0.0130796875,41.43614860829053,6.988053995938358,16742,0.0130796875,41.43614860829053,6.988053995938358,2.1260496669874795,22,1.0061106227543888,12,1.0307083052395298,4,1,1,1,1,1.0001743244925911,4,0,0
Transpose1,0.015,NegativeFirst,BufferLevel,Uniform,0.01,0.5,rf=0.050000,NegativeFirst+BufferLevel,1m6.396560943s,20000,16985,0.01326953125,41.586223138063,7.012363850456285,16985,0.01326953125,41.586223138063,7.012363850456285,2.1268891740472355,25,1.0077737804724647,13,1.0313810338465668,4,1,1,1,1,1.0002836726808535,6,0,0
Transpose1,0.015,WestFirst,BufferLevel,Uniform,0.01,0.5,rf=0.050000,WestFirst+BufferLevel,2m13.565401355s,20000,16841,0.01315703125,41.56267442550917,7.044771688142034,16841,0.01315703125,41.56267442550917,7.044771688142034,2.10347665046194,25,1.0031814164878172,14,1.0213620180289371,4,1,1,1,1,1.000049053993731,5,0,0
Transpose1,0.015,NorthLast,BufferLevel,Uniform,0.01,0.5,rf=0.050000,NorthLast+BufferLevel,2m17.084551919s,20000,16924,0.013221875,41.56641455920586,7.0445521153391635,16924,0.013221875,41.56641455920586,7.0445521153391635,2.1039415936063017,22,1.00305792463263,13,1.0213402372813192,4,1,1,1,1,1.0002075392920713,6,0,0
Transpose1,0.015,NorthLast,ACO,Uniform,0.0002,0.45,rf=0.001000,NorthLast+ACO,1m3.786395313s,20000,16915,0.01321484375,41.123736328702336,6.982027785988767,16652,0.013009375,41.2463367763632,6.991172231563776,2.0977867950986684,25,1.0045323479422632,13,1.0243116628331754,4,1,1,1,1,1.000090759200714,5,0,0
Transpose1,0.015,OddEven,Random,Uniform,0.01,0.5,rf=0.050000,OddEven+Random,1m11.536661489s,20000,17036,0.013309375,41.503463254285045,7.018196759802771,17036,0.013309375,41.503463254285045,7.018196759802771,2.1161822085940827,18,1.0025478664750893,10,1.0225647451963242,4,1,1,1,1,1.000177827147141,7,0,0
Transpose1,0.015,OddEven,BufferLevel,Uniform,0.01,0.5,rf=0.050000,OddEven+BufferLevel,23.892602729s,20000,16850,0.0131640625,41.17145400593472,6.975311572700297,16850,0.0131640625,41.17145400593472,6.975311572700297,2.1047444185186603,18,1.0019462362849834,13,1.0181206228326647,4,1,1,1,1,1.0000124036546127,3,0,0
Transpose1,0.015,OddEven,ACO,Uniform,0.0002,0.45,rf=0.001000,OddEven+ACO,24.497910452s,20000,17229,0.01346015625,41.09809042892797,6.977015497126938,16994,0.0132765625,41.19006708249971,6.982287866305755,2.09706454442594,23,1.0044707778987343,13,1.0228543884581183,4,1,1,1,1,1.0000247300101146,5,0,0
Transpose1,0.03,XY,BufferLevel,Uniform,0.01,0.5,rf=0.050000,XY+BufferLevel,12m14.989723111s,20000,33517,0.02618515625,46.14306172986843,6.990094578870424,33517,0.02618515625,46.14306172986843,6.990094578870424,2.5435270781889496,36,1.1011634197981588,24,1.125611891463555,5,1,1,1.0027253559316978,24,1.2071689177010236,49,0,0
Transpose1,0.03,NegativeFirst,BufferLevel,Uniform,0.01,0.5,rf=0.050000,NegativeFirst+BufferLevel,1m56.738380258s,20000,33507,0.02617734375,45.50264123914406,6.972901184827051,33507,0.02617734375,45.50264123914406,6.972901184827051,2.5110396203627503,35,1.0971853561582356,24,1.1235199069839017,5,1,1,1.001745566336331,17,1.1601623084534405,43,0,0
Transpose1,0.03,WestFirst,BufferLevel,Uniform,0.01,0.5,rf=0.050000,WestFirst+BufferLevel,3m52.715330529s,20000,33576,0.02623125,43.48656778651418,7.001429592566119,33576,0.02623125,43.48656778651418,7.001429592566119,2.307161264417388,36,1.0495520181486815,23,1.0822113934429711,4,1,1,1.0007978361748058,13,1.0705953500706995,42,0,0
Transpose1,0.03,NorthLast,BufferLevel,Uniform,0.01,0.5,rf=0.050000,NorthLast+BufferLevel,3m59.665034362s,20000,33824,0.026425,43.51362937559129,6.99077578051088,33824,0.026425,43.51362937559129,6.99077578051088,2.3198123314492594,32,1.051221983031531,20,1.08391023909226,5,1,1,1.0008044109589909,18,1.0712090662416507,51,0,0
Transpose1,0.03,NorthLast,ACO,Uniform,0.0002,0.45,rf=0.001000,NorthLast+ACO,1m53.602480645s,20000,34329,0.02681953125,43.93509860467826,6.9988639342829675,34067,0.02661484375,44.010185810314965,7.004168256670678,2.355797675993846,33,1.0697000681663258,24,1.097051219167491,5,1,1,1.000976761479048,16,1.0837859755634447,42,0,0
Transpose1,0.03,OddEven,Random,Uniform,0.01,0.5,rf=0.050000,OddEven+Random,2m9.850285636s,20000,33627,0.02627109375,43.02628839920302,7.006423409760014,33627,0.02627109375,43.02628839920302,7.006423409760014,2.2834267150952114,39,1.0468817532351968,28,1.0764337957979846,5,1,1,1.0000911333598963,14,1.0205114007843177,40,0,0
Transpose1,0.03,OddEven,BufferLevel,Uniform,0.01,0.5,rf=0.050000,OddEven+BufferLevel,11m49.51959636s,20000,33436,0.026121875,42.40833233640387,7.0160904414403635,33436,0.026121875,42.40833233640387,7.0160904414403635,2.205790245699043,36,1.032247490442823,25,1.065707632115595,5,1,1,1.0001288143965525,20,1.0080852796516118,58,0,0
Transpose1,0.03,OddEven,ACO,Uniform,0.0002,0.45,rf=0.001000,OddEven+ACO,12m52.645029349s,20000,33811,0.02641484375,42.2077430422052,6.98565555588418,33559,0.02621796875,42.263416669149855,6.989213027801782,2.2065314571923897,30,1.0414857775729933,19,1.0705649593317212,5,1,1,1.0000085464698272,8,1.0020180364343452,26,0,0
Transpose1,0.045,XY,BufferLevel,Uniform,0.01,0.5,rf=0.050000,XY+BufferLevel,34m22.26161589s,20000,46735,0.03651171875,471.63218144859314,6.539616989408366,46735,0.03651171875,471.63218144859314,6.539616989408366,8.523944631710158,661,4.128495465518366,479,1.1713711519137664,5,1,1,1.9911542189830576,485,12.029383058855721,1015,0,0
Transpose1,0.045,NegativeFirst,BufferLevel,Uniform,0.01,0.5,rf=0.050000,NegativeFirst+BufferLevel,6m0.623031305s,20000,46618,0.0364203125,442.24284611094424,6.555793899352182,46618,0.0364203125,442.24284611094424,6.555793899352182,8.391079025186091,625,4.036202903278421,450,1.1749816497300472,5,1,1,1.9771220765148598,470,11.842539119414727,942,0,0
Transpose1,0.045,WestFirst,BufferLevel,Uniform,0.01,0.5,rf=0.050000,WestFirst+BufferLevel,10m2.103262985s,20000,48335,0.03776171875,268.66194269163134,6.743208854867073,48335,0.03776171875,268.66194269163134,6.743208854867073,5.187051846341413,679,2.532840169679311,480,1.128636928482667,5,1,1,1.476113455155605,455,6.131841475668263,936,0,0
Transpose1,0.045,NorthLast,BufferLevel,Uniform,0.01,0.5,rf=0.050000,NorthLast+BufferLevel,9m44.909949707s,20000,48448,0.03785,232.51822572655217,6.78595607661823,48448,0.03785,232.51822572655217,6.78595607661823,5.132097469446867,699,2.458453739679456,507,1.1315475521906884,5,1,1,1.4607922552452994,511,6.076755397489987,998,0,0
Transpose1,0.045,NorthLast,ACO,Uniform,0.0002,0.45,rf=0.001000,NorthLast+ACO,4m34.316305396s,20000,48981,0.03826640625,239.6355933933566,6.76113186745881,48716,0.038059375,239.81979226537482,6.764471631496839,5.138786323748216,575,2.4696583037815265,446,1.146108719036528,5,1,1,1.453903482331718,453,6.095760575841083,874,0,0
Transpose1,0.045,OddEven,Random,Uniform,0.01,0.5,rf=0.050000,OddEven+Random,3m3.959828481s,20000,49859,0.03895234375,57.79249483543593,6.997914117812231,49859,0.03895234375,57.79249483543593,6.997914117812231,3.209691795717016,211,1.356757452652057,155,1.1553933040746611,5,1,1,1.0579355017800112,158,2.208053696876724,305,0,0
Transpose1,0.045,OddEven,BufferLevel,Uniform,0.01,0.5,rf=0.050000,OddEven+BufferLevel,19m51.577342137s,20000,49993,0.03905703125,45.45828415978237,7.006400896125458,49993,0.03905703125,45.45828415978237,7.006400896125458,2.511477651373112,41,1.1472481667750065,31,1.139746133844259,5,1,1,1.0009525445988368,32,1.0794282159732953,60,0,0
Transpose1,0.045,OddEven,ACO,Uniform,0.0002,0.45,rf=0.001000,OddEven+ACO,21m14.795278347s,20000,50869,0.03974140625,45.28732626943718,6.973697143643476,50615,0.03954296875,45.33525634693273,6.976746023905957,2.5191297106713204,39,1.1604637677895875,30,1.1468036593947923,5,1,1,1.000478438377137,23,1.0708783227057488,46,0,0
Transpose1,0.06,XY,BufferLevel,Uniform,0.01,0.5,rf=0.050000,XY+BufferLevel,59m16.737886945s,20000,54034,0.0422140625,908.7248584224748,5.864011548284414,54034,0.0422140625,908.7248584224748,5.864011548284414,11.677120758326044,1114,6.371715233766847,886,1.19337701267288,5,1,1,2.4640690556380305,758,16.530120664823517,1562,0,0
Transpose1,0.06,NegativeFirst,BufferLevel,Uniform,0.01,0.5,rf=0.050000,NegativeFirst+BufferLevel,13m27.95768564s,20000,53979,0.04217109375,885.167305804109,5.865262416865818,53979,0.04217109375,885.167305804109,5.865262416865818,11.620721766017205,987,6.3648227950504115,729,1.2001599189072627,5,1,1,2.4673914840778224,700,16.417668932328315,1616,0,0
Transpose1,0.06,WestFirst,BufferLevel,Uniform,0.01,0.5,rf=0.050000,WestFirst+BufferLevel,19m40.521340932s,20000,60606,0.0473484375,434.45622545622547,6.506088506088506,60606,0.0473484375,434.45622545622547,6.506088506088506,6.136427839161636,873,3.242730461454363,591,1.1741229946118044,5,1,1,1.591409426048188,601,7.134063968060098,1445,0,0
Transpose1,0.06,NorthLast,BufferLevel,Uniform,0.01,0.5,rf=0.050000,NorthLast+BufferLevel,20m6.185749194s,20000,60202,0.0470328125,432.2424670276735,6.463273645393841,60202,0.0470328125,432.2424670276735,6.463273645393841,6.284375156295887,998,3.3233120496448443,758,1.1700576997050904,5,1,1,1.6116622596870713,771,7.38586328877261,1369,0,0
